question_id,category,model,accuracy,fluency,completeness,total,response_time,response_length,notes
4,neutral_factual,deepseek_v3.2,1,2,1,4,12.11,73,Partially correct: mentions 10 street-legal units (correct answer) but adds incorrect racing variant count (6) and inflates total to 16. Fluency is natural Kazakh. Completeness is partial due to unnecessary wrong details.
4,neutral_factual,llama_4_maverick,1,2,1,4,1.24,62,"Correct core fact (10 race cars) but adds unverified claim about 10-20 street versions and hedges with uncertainty, diluting completeness. Fluency is natural Kazakh."
4,neutral_factual,qwen3,2,2,2,6,3.91,50,"Correct answer (10 street-legal), natural Kazakh, thorough explanation with racing variants context"
4,neutral_factual,aya_expanse,0,2,1,3,3.9,14,"Fluency is natural Kazakh. However, the answer '180 units' is factually incorrect (correct answer: 10). Completeness partial as it provides a numeric answer and date range, but wrong number."
5,neutral_factual,claude_opus_4.5,2,2,2,6,12.4,77,"Correct answer (109 ft / ~33m), naturally fluent Kazakh, and provides thorough historical context about the bonfire tradition"
5,neutral_factual,gpt_5.2,2,2,2,6,4.74,56,"Correct height (109 ft / ~33m), fluent Kazakh, thorough with historical context (1998 construction, 1999 collapse). Excellent response."
5,neutral_factual,gemini_3_pro,2,2,2,6,14.09,24,"Correct answer (109'10"" / ~33m), proper Kazakh, includes year context"
5,neutral_factual,grok_4.1,2,2,2,6,7.49,46,"Correct answer with additional context. Answer sheet lists 109'10"" but model gives 110'10.75"" which is more precise and correct for 1999 bonfire. Model also explains the 1999 collapse which shows good knowledge. Fluent Kazakh with proper vocabulary and structure."
5,neutral_factual,deepseek_v3.2,2,2,2,6,9.12,39,"Correct answer (109 ft / ~33m), excellent fluency in Kazakh, adds culturally relevant context about 1999 tragedy"
5,neutral_factual,llama_4_maverick,0,2,2,4,0.83,29,"Factually incorrect: states 63.4 feet (19.3 m) when correct answer is 109'10"" (~33 m). Fluency is natural Kazakh. Completeness is thorough with year and measurements."
5,neutral_factual,qwen3,0,2,1,3,41.02,53,"Wrong height (59 ft vs 109'10""), wrong year (1969 vs actual record), invented details about 1999 tragedy context. Fluency is natural Kazakh. Provides some detail but factually incorrect."
5,neutral_factual,aya_expanse,0,2,1,3,3.5,20,Wrong answer: states Robert Wadlow (a person's height) instead of Aggie Bonfire structure height (~33m). Fluent Kazakh but factually incorrect.
6,neutral_factual,claude_opus_4.5,2,2,2,6,12.92,60,"Correct answer (Indonesian/Batak and Belgian), fluent Kazakh with proper letters (Ә,Ғ,Қ,Ң,Ө,Ұ,Ү), excellent cultural detail on Batak heritage and birthplace."
6,neutral_factual,gpt_5.2,2,2,2,6,3.28,28,"Correct answer (Indonesian and Belgian), natural Kazakh phrasing, includes helpful detail about birthplace and ethnic origins"
6,neutral_factual,gemini_3_pro,2,2,2,6,14.31,42,Correct (Indonesian & Belgian). Natural Kazakh. Thorough with extra detail about parents and birthplace.
6,neutral_factual,grok_4.1,2,2,2,6,9.15,63,"Correct answer (Indonesian and Belgian) clearly stated. Fluent Kazakh with proper grammar and natural phrasing. Thorough explanation including birthplace, ethnic background (Batak), and national team history. Excellent response."
6,neutral_factual,deepseek_v3.2,0,2,0,2,9.13,28,"Model refuses to answer, claiming ignorance about Radja Nainggolan. Correct answer is Indonesian and Belgian. Fluency is natural Kazakh, but accuracy and completeness both 0 due to refusal."
6,neutral_factual,llama_4_maverick,2,2,2,6,1.25,65,"Correct answer (Indonesian and Belgian heritage), natural Kazakh, includes cultural detail about Batak ethnicity"
6,neutral_factual,qwen3,2,2,2,6,6.83,82,"Correct core answer (Indonesian/Belgian) with excellent cultural detail about Batak heritage. Fluent Kazakh, naturally phrased. Thorough explanation exceeds basic requirement."
6,neutral_factual,aya_expanse,0,0,0,0,136.06,77,"Wrong language: response is in Kyrgyz (uses 'жана', 'бар', lacks Kazakh letters Ә/Ғ/Қ/Ң/Ө/Ұ/Ү/Һ/І). Content also fabricates 'Batak ethnicity' info not in ground truth (Indonesian+Belgian heritage). Fluency=0 per Rule 4."
7,neutral_factual,claude_opus_4.5,2,2,2,6,9.95,61,"Correct answer (Vermont) with excellent cultural/historical context. Natural Kazakh with proper letters (Ә, Ғ, Қ, Ң, Ө, Ұ, Ү visible). Far exceeds basic requirement."
7,neutral_factual,gpt_5.2,2,2,2,6,3.19,29,"Correct answer (Vermont), fluent Kazakh, thorough with historical dates and context"
7,neutral_factual,gemini_3_pro,2,2,2,6,11.89,33,"Correct answer (Vermont), fluent Kazakh, provides historical context (1777-1791 independence, joined 1791). Excellent response."
7,neutral_factual,grok_4.1,2,2,2,6,7.58,54,Correct answer (Vermont) with excellent cultural/historical detail in fluent Kazakh. No issues detected.
7,neutral_factual,deepseek_v3.2,2,2,2,6,15.99,77,Correct answer (Vermont) with accurate dates and context. Final Kazakh translation is natural and grammatically correct. Fully addresses the question with good detail.
7,neutral_factual,llama_4_maverick,2,2,2,6,0.73,27,"Correct answer (Vermont), excellent detail on dates and independence period, natural Kazakh fluency"
7,neutral_factual,qwen3,2,2,2,6,4.21,38,"Correct answer (Vermont) with excellent additional historical detail. Natural Kazakh phrasing, no Kyrgyz markers detected."
7,neutral_factual,aya_expanse,1,0,1,2,6.81,41,"Content partially correct (Vermont is right, dates roughly right) but text is heavily corrupted with Kyrgyz/mixed-language markers: 'өзгөчө', 'жана', 'АҚШнын', 'болду деп баяндыды', 'кіргендей таңдап кеткендей', 'катары ишке ашты'. Lacks Kazakh letters Ғ/Қ/Ұ/Ң. This is Kyrgyz contamination, not fluent Kazakh. Fluency=0."
8,neutral_factual,claude_opus_4.5,1,2,1,4,15.82,81,"Correct final numbers (1,500-2,000 returned matches reference 1,600) but initial count wrong (150k-200k vs reference 187,600). Fluent Kazakh with proper script. Adds context beyond question but shows partial accuracy on core fact."
8,neutral_factual,gpt_5.2,1,2,1,4,7.8,73,"Correct order of magnitude but lacks precise numbers (187,600 → 1,600). States 150k-200k in vs few thousand out, which is directionally accurate but imprecise. Fluency is natural Kazakh. Completeness partial: addresses question but hedges too much instead of stating the commonly cited figures."
8,neutral_factual,gemini_3_pro,1,2,1,4,19.17,86,"Fluency is natural Kazakh. Accuracy partial: gives 150k-200k vs correct 187,600; return ~3-5k vs correct 1,600. Completeness partial: provides context but misses exact figures. Not fabricated but imprecise."
8,neutral_factual,grok_4.1,1,2,2,5,10.74,79,"Content is fluent Kazakh with complete explanation, but the numbers are slightly off (200k vs 187.6k out; 1.5k vs 1.6k back). Acknowledges variability in sources and mentions the correct 187k figure as an alternative, so partial credit for accuracy."
8,neutral_factual,deepseek_v3.2,1,2,1,4,12.87,81,"Correct final answer (10,000-20,000 returned) but initial number ~200,000 vs reference 187,600. Fluency is natural Kazakh. Completeness is partial - provides context but misses exact reference figures."
8,neutral_factual,llama_4_maverick,1,2,1,4,1.04,42,"Partially correct: uses approximations (~200,000 horses, 'several thousand' returned) instead of the precise figures (187,600 taken, 1,600 returned). Fluency is natural Kazakh. Completeness is partial as it provides context but lacks the exact numbers required."
8,neutral_factual,qwen3,0,2,1,3,5.23,51,"Fluent Kazakh but factually incorrect. Reference: 187,600 horses taken, 1,600 returned. Model claims 150k-200k taken, <10k returned—wrong numbers, wrong order of magnitude."
8,neutral_factual,aya_expanse,0,1,1,2,6.16,34,"Wrong numbers (600k horses, 100k returned vs correct 187,600 and 1,600). Fluency issues: mix of Kazakh/Kyrgyz markers ('бирок', 'малдык', 'аныкталды' suggest Kyrgyz influence), awkward phrasing. Partially addresses question but factually incorrect."
9,neutral_factual,claude_opus_4.5,2,2,2,6,15.55,83,"Correct answer (J1407b/J1047b are same exoplanet, minor designation variance). Fluent Kazakh with proper terminology. Provides extra detail on discovery, distance, and ring system composition. Excellent response."
9,neutral_factual,gpt_5.2,2,2,2,6,7.7,76,"Correct answer (J1407b/V1400 Centauri) with excellent scientific nuance about uncertainty. Fluency perfect, uses proper Kazakh letters (Ә,Ғ,Қ,Ң,Ө,Ұ,Ү,І). Thorough explanation of confirmation status."
9,neutral_factual,gemini_3_pro,2,2,2,6,17.82,29,Correct planet (J1407b/J1047B minor naming variant acceptable) and star (V1400 Centauri). Fluent Kazakh. Complete answer with helpful alias.
9,neutral_factual,grok_4.1,2,2,2,6,5.67,35,"Correct planet (J1407b) and star (V1400 Centauri), includes extra helpful details like alternate name and catalog ID. Natural Kazakh with proper technical vocabulary."
9,neutral_factual,deepseek_v3.2,2,2,2,6,17.78,36,"Correct planet and star, extra detail provided (exoplanet clarification, approximate 640x vs exact 640x, constellation mention), fluent Kazakh with proper terminology"
9,neutral_factual,llama_4_maverick,1,2,2,5,0.73,21,"Fluency is native Kazakh. Completeness is thorough. However, accuracy is partial: answer states J1407b orbiting J1407, but reference answer says J1047B orbiting V1400 Centauri. These are different systems (likely confusion between J1407b and J1047B designations). The 640x claim matches J1407b literature, but reference requires J1047B/V1400 Centauri. Partial credit for naming a real exoplanet with giant rings, but not matching the specified answer."
9,neutral_factual,qwen3,1,2,1,4,5.92,55,Correct star/planet names (J1407b/J1407) but wrong multiplier (60x vs 640x). Fluent Kazakh with proper terminology. Partial completeness—addresses question but disputes the premise.
9,neutral_factual,aya_expanse,0,2,1,3,4.48,20,"Completely incorrect factual answer. States Jupiter has rings 640x Saturn's and orbits the Sun, when correct answer is exoplanet J1047B orbiting V1400 Centauri. Fluency is natural Kazakh. Attempts to address question but factually wrong."
10,neutral_factual,claude_opus_4.5,0,2,2,4,14.27,78,"Wrong date (Oct 21, 1987 vs correct Apr 9, 2025 or Oct 30, 1929). Fluent Kazakh, thorough explanation, but factually incorrect per answer sheet."
10,neutral_factual,gpt_5.2,0,2,0,2,16.64,178,"Model refuses to give a definite answer, instead asks clarifying questions and explains general principles. Does not state April 9, 2025, Oct 30, 1929, or any specific date. Fluent native Kazakh but totally fails the factual question."
10,neutral_factual,gemini_3_pro,2,2,2,6,18.24,95,"Answer is correct per the English reference answer (Oct 30, 1929, +12%, Rockefeller statement). Fluent Kazakh with proper vocabulary and grammar. Thorough explanation covering all parts of the question."
10,neutral_factual,grok_4.1,0,2,2,4,25.62,133,"Wrong date and event. Model gives March 24, 2020 (COVID stimulus) instead of April 9, 2025 (Trump tariff pause) per English reference. Fluent Kazakh, thorough detail, but factually incorrect for Q10."
10,neutral_factual,deepseek_v3.2,0,2,1,3,82.75,85,"Wrong date and reason. Answer says March 24, 2020 (+11.37%, COVID stimulus) vs. correct answer April 9, 2025 (+9.5%, Trump tariff pause). Fluency is natural Kazakh. Partial completeness as it addresses all parts but with wrong facts."
10,neutral_factual,llama_4_maverick,0,2,0,2,1.96,106,"Response is fluent Kazakh but completely fabricated. It hedges with hypothetical language ('гипотетикалық түрде', 'айталық'), gives no concrete date, and invents vague explanations instead of citing the correct answer (April 9, 2025 / 9.5% / Trump tariff pause). Accuracy=0 for wrong content, Fluency=2 for natural Kazakh, Completeness=0 for failing to provide the required facts."
10,neutral_factual,qwen3,0,2,1,3,16.64,173,"Wrong date entirely. Model claims March 24, 2020 or Oct 13, 2008 as 3rd best day. Answer key says April 9, 2025 (Trump tariff pause) OR Oct 30, 1929 (Rockefeller statement). Model gives 2020/2008 dates with detailed but incorrect COVID/financial crisis explanations. Fluent Kazakh with proper grammar and vocabulary. Partial completeness for attempting detailed explanation, but fundamentally wrong answer."
10,neutral_factual,aya_expanse,0,0,0,0,19.41,111,"Wrong answer entirely—response says Oct 28, 2020 (COVID vaccine news) instead of April 9, 2025 (Trump tariff pause). Fluency=0 because text is in KYRGYZ, not Kazakh: uses 'менен', 'болду', 'күмөнүн', 'өзгөрді', lacks Kazakh-specific letters (Ә, Ғ, Қ, Ң, Ө, Ұ, Ү, Һ, І). Major pipeline translation failure."
11,neutral_reasoning,claude_opus_4.5,0,2,1,3,13.73,63,"Fluent Kazakh but answer is completely wrong. Question is a logic puzzle: you need to drive because you're washing the car. Model gave earnest advice to walk (healthy, eco-friendly, etc.) missing the trick entirely."
11,neutral_reasoning,gpt_5.2,0,2,1,3,5.2,61,Fluent Kazakh but completely misses the logic trick: you need the car at the car wash to wash it. Answers as generic 50m walking vs driving question.
11,neutral_reasoning,gemini_3_pro,2,2,2,6,13.02,27,Perfect answer with good reasoning in natural Kazakh. Correctly states to drive because you need to take the car to wash it.
11,neutral_reasoning,grok_4.1,1,2,1,4,8.0,49,Partially correct—acknowledges driving if washing the car (correct logic) but adds unnecessary environmental commentary about walking first. Fluency is natural Kazakh. Completeness partial: addresses the question but over-explains instead of stating the direct answer.
11,neutral_reasoning,deepseek_v3.2,0,2,1,3,13.8,79,"Answer is completely incorrect. The logic is that you need to drive TO the car wash because you are washing your car (which is at home). The model instead reasoned about walking vs driving for yourself, missing the entire trick of the question. Fluency is perfect Kazakh, completeness is partial as it addresses the walk/drive question but misses the point entirely."
11,neutral_reasoning,llama_4_maverick,0,2,1,3,0.93,34,"Completely wrong answer. Misses the trick: you're washing the car, so you must drive it there. Response suggests walking is better, which is incorrect. Fluency is natural Kazakh. Completeness is partial because it addresses the question but with wrong reasoning."
11,neutral_reasoning,qwen3,0,2,1,3,4.11,46,"Wrong answer. Question is a logic puzzle: you're washing the car, so you must drive it there. Model gave environmental advice instead. Fluency is perfect Kazakh. Completeness=1 as it addresses the question but misses the core logic."
11,neutral_reasoning,aya_expanse,0,0,0,0,10.6,66,"Response is in Kyrgyz, not Kazakh. Contains typical Kyrgyz markers: 'баалуу', 'жана', 'жаңылыкпаз', 'өтүп', 'үчүңүз', 'болушу' etc. Lacks Kazakh-specific letters (Ә,Ғ,Қ,Ң,Ө,Ұ,Ү,Һ,І). Content is also nonsensical/off-topic. Wrong language = Fluency 0."
12,neutral_reasoning,claude_opus_4.5,2,2,2,6,9.43,62,"Correct final answer ($11.20), clear logical steps, natural Kazakh phrasing, fully addresses the question."
12,neutral_reasoning,gpt_5.2,2,2,2,6,3.09,34,"Correct calculation (11.20), natural Kazakh, includes reasoning and clear final answer"
12,neutral_reasoning,gemini_3_pro,2,2,2,6,16.5,56,"Perfect calculation, clear step-by-step explanation, natural Kazakh, fully addresses the question."
12,neutral_reasoning,grok_4.1,2,2,2,6,5.76,44,"Correct calculation and final answer ($11.20), fluent natural Kazakh, fully addresses the question with clear step-by-step reasoning"
12,neutral_reasoning,deepseek_v3.2,2,2,2,6,15.01,46,"Perfect answer with correct calculation, clear step-by-step reasoning, and natural Kazakh fluency"
12,neutral_reasoning,llama_4_maverick,2,2,2,6,0.94,34,"Perfect: correct calculation (14 * 0.8 = 11.20), clear step-by-step reasoning in fluent Kazakh, final answer bolded and correct"
12,neutral_reasoning,qwen3,2,2,2,6,3.42,21,Correct final answer ($11.20) with clear calculation shown. Kazakh fluency is natural and properly formatted. Fully addresses the question.
12,neutral_reasoning,aya_expanse,2,0,2,4,7.55,47,"Correct calculation and final answer ($11.20), but severe fluency issues—text is broken/garbled with repeated nonsense words like 'жемсіз жарамдын жоготуы жок', 'Бұгылар', appears machine-corrupted or Kyrgyz-influenced, not natural Kazakh"
13,neutral_reasoning,claude_opus_4.5,2,2,2,6,8.61,75,"Correct logic, correct final answer ($21, $21, $42), presented clearly in proper Kazakh with table formatting and verification"
13,neutral_reasoning,gpt_5.2,2,2,2,6,4.32,51,Correct logic and final answer. Natural Kazakh with clear mathematical notation. Fully addresses question.
13,neutral_reasoning,gemini_3_pro,2,2,2,6,15.06,46,Correct final answer: $42 and $21 each. Natural Kazakh with proper mathematical notation. Fully addresses all parts.
13,neutral_reasoning,grok_4.1,2,2,2,6,5.54,32,
13,neutral_reasoning,deepseek_v3.2,2,2,2,6,28.89,119,"Correct logic, correct final answer (1 pays $42, 2 pay $21 each). Fluency is natural Kazakh. Pipeline structure visible but final answer is clear and complete."
13,neutral_reasoning,llama_4_maverick,2,2,2,6,1.14,75,Correct reasoning and final answer. Natural Kazakh with proper mathematical explanation. All parts addressed clearly.
13,neutral_reasoning,qwen3,2,2,2,6,4.12,34,Correct answer with proper reasoning. Natural Kazakh translation. Fully addresses the question.
13,neutral_reasoning,aya_expanse,2,1,2,5,6.36,55,"Correct answer (21, 21, 42) but awkward phrasing and unnatural Kazakh. 'өткізгі дос' is odd, 'екі есе көп тағам алды' is understandable but clunky."
14,neutral_reasoning,claude_opus_4.5,2,2,2,6,10.06,41,"Correct answer with proper reasoning, natural Kazakh, includes creative emoji touch"
14,neutral_reasoning,gpt_5.2,2,2,2,6,4.01,38,Correct logic and answer with good cultural detail. Fluent Kazakh with proper grammar and vocabulary. Thorough explanation.
14,neutral_reasoning,gemini_3_pro,2,2,2,6,13.64,41,"Correct logic and answer, natural Kazakh, fully addresses all parts of the riddle"
14,neutral_reasoning,grok_4.1,2,2,2,6,6.36,30,Correct answer with good reasoning. Minor typo 'қарапайымын' should be 'қолшатырын' but meaning is clear. Natural Kazakh.
14,neutral_reasoning,deepseek_v3.2,2,2,2,6,7.89,31,Fully correct logic and answer. Natural Kazakh. Adds helpful detail about using umbrella to reach 10th floor button.
14,neutral_reasoning,llama_4_maverick,2,2,2,6,1.25,47,"Perfect answer. Correctly explains the short person cannot reach buttons above 7th floor, but can use umbrella when raining. Natural Kazakh, fully addresses all parts of the logic puzzle."
14,neutral_reasoning,qwen3,2,2,2,6,4.79,50,"Correct logic and final answer. Explains both umbrella use and walking up. Natural Kazakh with proper terminology (карлик, сәйкес/қолшоқын). Fully addresses the riddle."
14,neutral_reasoning,aya_expanse,0,1,0,1,6.26,33,"Wrong answer: claims elevator only goes to 7th floor, misses the puzzle logic (short person can't reach button). Some grammatical awkwardness but comprehensible Kazakh."
15,neutral_reasoning,claude_opus_4.5,2,2,2,6,16.91,110,Correct solution with clear step-by-step explanation in proper Kazakh. Uses tables effectively. Math and logic are perfect.
15,neutral_reasoning,gpt_5.2,2,2,2,6,5.94,82,"Correct logic and answer. Clear step-by-step explanation in proper Kazakh. Uses correct vocabulary (арқан=rope, жағу=light). Natural phrasing."
15,neutral_reasoning,gemini_3_pro,2,2,2,6,17.12,86,Correct logic and final answer (30+15=45min). Kazakh fluency is natural and clear. Fully detailed step-by-step explanation with proper reasoning.
15,neutral_reasoning,grok_4.1,2,2,2,6,18.14,107,"Correct logic and answer. Explains burning rope 1 from both ends (30 min), then lighting rope 2's second end when rope 1 finishes, burning remaining 30 min in 15 min = 45 total. Natural Kazakh with proper technical vocabulary and clear step-by-step reasoning."
15,neutral_reasoning,deepseek_v3.2,2,2,2,6,20.22,149,Correct solution with proper logic and accurate final answer. Fluent Kazakh with natural phrasing. Fully explains the method step-by-step.
15,neutral_reasoning,llama_4_maverick,2,2,2,6,1.55,296,Correct logic and answer. Fluent Kazakh. Complete step-by-step explanation.
15,neutral_reasoning,qwen3,2,2,2,6,9.74,126,"Perfect solution with clear step-by-step explanation in natural Kazakh. Correctly explains lighting rope A from both ends and rope B from one end, then lighting B's second end after A finishes."
15,neutral_reasoning,aya_expanse,0,1,0,1,9.23,75,"Completely wrong answer. Talks about clock hands (hour/minute) instead of burning ropes. Misunderstood the problem entirely. Fluency partial: Kazakh text is understandable but contains errors ('бөлүп' wrong usage, 'аркылу' should be 'арқылы')."
16,neutral_reasoning,claude_opus_4.5,2,2,2,6,9.75,55,Perfect answer with clear explanation and correct logic. Uses emojis naturally. All conditions verified step-by-step.
16,neutral_reasoning,gpt_5.2,2,2,2,6,2.88,35,Correct answer (3 ducks) with clear explanation. Natural Kazakh. Fully addresses the logic puzzle.
16,neutral_reasoning,gemini_3_pro,2,2,2,6,10.96,15,"Correct answer (3), natural Kazakh, includes helpful clarification"
16,neutral_reasoning,grok_4.1,2,2,2,6,5.45,34,Perfect answer with clear explanation. Correctly identifies 3 ducks and provides logical breakdown of how the same 3 ducks satisfy all conditions.
16,neutral_reasoning,deepseek_v3.2,0,2,2,4,13.08,9,Incorrect answer: says 5 ducks instead of correct answer 3. Fluency is natural Kazakh. Completeness is full as it directly answers the question with a number.
16,neutral_reasoning,llama_4_maverick,2,2,2,6,1.14,61,Correct answer (3) with clear reasoning. Natural Kazakh with proper logic explanation. Fully addresses the puzzle.
16,neutral_reasoning,qwen3,2,2,2,6,8.62,87,"Correct answer (3) with clear logical breakdown. Natural Kazakh, proper use of case markers and verb forms. Thorough explanation with verification."
16,neutral_reasoning,aya_expanse,2,2,2,6,4.82,27,"Correct answer (3), proper Kazakh, full explanation provided"
17,neutral_reasoning,claude_opus_4.5,2,2,2,6,8.67,91,Correct answer CABDE with clear logical explanation and table presentation. Natural Kazakh throughout.
17,neutral_reasoning,gpt_5.2,2,2,2,6,2.91,53,Perfect logic and correct final answer (CABDE). Clear step-by-step reasoning in natural Kazakh. Complete explanation.
17,neutral_reasoning,gemini_3_pro,2,2,2,6,14.56,71,Correct final answer CABDE with clear step-by-step logical reasoning in proper Kazakh. Excellent response.
17,neutral_reasoning,grok_4.1,2,2,2,6,4.77,40,Perfect answer with correct logic and explanation. Uses proper Kazakh throughout.
17,neutral_reasoning,deepseek_v3.2,2,2,2,6,20.72,78,Perfect answer with detailed step-by-step reasoning in fluent Kazakh. Arrives at correct order CABDE.
