question_id,category,model,accuracy,fluency,completeness,total,response_time,response_length,notes
8,neutral_factual,grok_4.1,0,2,2,4,14.14,52,"Factually incorrect: claims 500,000 horses taken and 1,000 returned; correct is 187,600 taken and 1,600 returned. Fluent Mongolian, thorough explanation, but wrong numbers = Accuracy 0."
8,neutral_factual,deepseek_v3.2,1,2,1,4,151.46,130,"Partially correct numbers: model says 200,000 initial vs correct 187,600, and 10,000+ returned vs correct 1,600. Fluent Mongolian with good explanation but factually imprecise."
8,neutral_factual,llama_4_maverick,1,2,1,4,1.14,39,"Numbers are wrong: says ~200k horses (correct ~187k), but return 18k (correct 1.6k). Fluency natural, partial completeness."
8,neutral_factual,qwen3,0,2,1,3,14.07,63,"Fluent Mongolian but numbers completely wrong: says 160k-200k horses taken (vs correct 187,600) and 10k-20k returned (vs correct 1,600). Hallucination or confusion with troop numbers."
8,neutral_factual,aya_expanse,0,1,0,1,7.49,16,Does not answer question - just restates it in garbled form. No numbers provided. Fluency=1 as Mongolian words are readable but sentence is broken/incomplete.
9,neutral_factual,claude_opus_4.5,2,2,2,6,14.96,82,"Correct answer (J1407b/J1047b variation acceptable), correct star (J1407/V1400 Centauri same system), fluent Mongolian, thorough explanation with discovery details"
9,neutral_factual,gpt_5.2,2,2,2,6,11.58,80,"Correct answer (J1407b/V1400 Centauri), acknowledges 640x claim uncertainty, natural Mongolian, thorough explanation"
9,neutral_factual,gemini_3_pro,2,1,2,5,21.44,56,"Correct planet (J1407b) and star (V1400 Centauri). Fluency reduced: starts with English text, then switches to Mongolian mid-response and cuts off abruptly. Content accurate despite formatting issues."
9,neutral_factual,grok_4.1,2,2,2,6,9.74,76,"Correct planet J1407b and star V1400 Centauri identified, extensive detail provided, fluent Mongolian with proper technical vocabulary"
9,neutral_factual,deepseek_v3.2,0,2,0,2,10.35,18,"Model refused to answer, saying it cannot help with this question. Fluent Mongolian refusal, but provides no information. Scores 0/0/0 per rules."
9,neutral_factual,llama_4_maverick,1,2,2,5,0.94,51,Planet name is correct (J1407b) but star name is wrong (J1407 instead of V1400 Centauri). Fluent natural Mongolian. Fully answers the question.
9,neutral_factual,qwen3,1,2,2,5,23.56,85,"Factually incorrect: answer sheet says J1047B/V1400 Centauri but response says J1407b/J1407 (different exoplanet system). However fluent Mongolian, thorough explanation with distance/constellation details, so partial credit for structure despite wrong object."
9,neutral_factual,aya_expanse,0,0,0,0,6.47,25,"Complete gibberish. Wrong language mix, incoherent text. Does not answer question about J1047B/V1400 Centauri at all."
10,neutral_factual,claude_opus_4.5,0,2,2,4,17.83,103,"Wrong date and event. Answer says Oct 21, 1987 (+10.15%, post-Black Monday recovery). Reference says April 9, 2025 (+9.5%, Trump tariff pause). Fluent Mongolian, thorough explanation, but factually incorrect."
10,neutral_factual,gpt_5.2,0,2,1,3,19.88,160,"Wrong date (1933-03-15 vs 2025-04-09 or 1929-10-30). Fluent Mongolian with good historical detail about FDR bank holiday, but factually incorrect for the specific question asked. Partial completeness for attempting thorough explanation."
10,neutral_factual,gemini_3_pro,0,0,0,0,22.91,90,"Response is in English (wrong language), discusses Oct 30, 1929 event instead of April 9, 2025. Fails all criteria for C5 Mongolian output."
10,neutral_factual,grok_4.1,2,2,2,6,25.61,131,"The answer sheet explicitly says EITHER 1929-10-30 OR 2025-04-09 is acceptable. This response provides 1929-10-30 with +12.34% and correct context (Black Tuesday aftermath, Rockefeller statement implied). Fluent Mongolian. Thorough explanation including short covering mechanism and note about ranking methodology. Fully acceptable per rubric rule #9."
10,neutral_factual,deepseek_v3.2,0,2,0,2,10.67,33,"Model refuses to answer, instead provides generic advice to check Bloomberg/Reuters/NYSE sources. Does not provide any factual answer to the question. Fluency is natural Mongolian but content is completely evasive."
10,neutral_factual,llama_4_maverick,0,2,1,3,2.47,171,"Wrong date (2020-03-24 vs. 2025-04-09 or 1929-10-30), wrong percentage (~11% vs. 9.5% or 12%), wrong reason (COVID vs. Trump tariff pause or Rockefeller statement). Fluent Mongolian but factually incorrect."
10,neutral_factual,qwen3,0,2,2,4,46.3,208,"Wrong date and data. Answer key states April 9, 2025 (9.5%, Trump tariff pause). Model gave April 6, 2020 (7.7%, COVID stimulus). Completely incorrect facts despite fluent Mongolian and thorough explanation."
10,neutral_factual,aya_expanse,0,0,0,0,31.97,188,"Complete gibberish. The response is entirely garbled, repetitive nonsense with no coherent meaning. It appears to be a severe translation or generation failure. Contains no factual information about NYSE, dates, percentages, or reasons."
11,neutral_reasoning,claude_opus_4.5,0,2,1,3,15.05,86,Wrong answer. States to walk instead of drive. The logic is reasonable but misses the key point: you need the car at the car wash to wash it. Fluent Mongolian. Provides reasoning but incorrect conclusion.
11,neutral_reasoning,gpt_5.2,0,2,1,3,6.26,62,"Wrong answer. Question is trick logic: you need to drive to wash the car. Model gave practical walking advice instead. Fluency perfect, completeness partial (addresses question structure but misses core logic), accuracy zero."
11,neutral_reasoning,gemini_3_pro,2,2,2,6,11.07,36,"Correct logic and answer, natural Mongolian, thorough explanation"
11,neutral_reasoning,grok_4.1,0,2,1,3,12.53,62,"Wrong logic: recommends walking, missing that you need the car at the wash location. Fluent Mongolian, but fundamentally incorrect answer."
11,neutral_reasoning,deepseek_v3.2,0,2,1,3,17.31,66,"Fluency is perfect Mongolian. However, the answer is factually wrong: it says to walk, but the correct logic is to drive because you need the car at the car wash to wash it. Accuracy=0 because the final answer contradicts the correct reasoning. Completeness=1 because it does address the question and provides reasoning, just incorrect reasoning."
11,neutral_reasoning,llama_4_maverick,0,2,1,3,0.96,53,"Perfect Mongolian fluency but completely wrong logic. The question is a trick: you should DRIVE because you need to bring the car TO the car wash. The model interpreted it literally as a walking-vs-driving decision for personal transport, missing the core reasoning entirely. Correct answer: drive there because you're washing the car."
11,neutral_reasoning,qwen3,0,2,1,3,7.69,53,"Answer is completely incorrect. The logic is that you should DRIVE because you're washing the car (it needs to be there). Model recommends walking for environmental reasons, missing the entire point of the riddle. Fluency is perfect Mongolian, completeness partial as it addresses the question but with wrong reasoning."
11,neutral_reasoning,aya_expanse,0,0,0,0,8.4,43,"Wrong question entirely. Model appears confused, mixes power line safety question with car wash question. Not a valid answer to the car wash logic puzzle."
12,neutral_reasoning,claude_opus_4.5,2,2,2,6,8.03,63,"Correct final answer ($11.20), clear step-by-step reasoning in proper Mongolian, fully addresses the question."
12,neutral_reasoning,gpt_5.2,2,2,2,6,4.31,43,"Correct calculation ($11.20), clear logical steps, natural Mongolian, fully addresses the question"
12,neutral_reasoning,gemini_3_pro,2,2,2,6,16.61,52,"Perfect: correct calculation ($11.20), correct logic, natural Mongolian, fully detailed step-by-step explanation"
12,neutral_reasoning,grok_4.1,2,2,2,6,8.69,46,"Correct calculation (11.2 = 11.20), clear step-by-step reasoning, natural Mongolian"
12,neutral_reasoning,deepseek_v3.2,2,2,2,6,8.3,49,Perfect answer with full working shown in natural Mongolian. Correct final answer $11.20.
12,neutral_reasoning,llama_4_maverick,2,2,2,6,1.22,84,"Correct calculation (7*2=14, 20% discount=2.80, final=11.20), fluent Mongolian with proper mathematical explanation, thorough step-by-step reasoning"
12,neutral_reasoning,qwen3,2,2,2,6,17.18,44,Perfect calculation with clear step-by-step reasoning in natural Mongolian. Correct final answer $11.20.
12,neutral_reasoning,aya_expanse,0,1,1,2,7.08,20,"Wrong answer ($8.4 vs correct $11.20), flawed reasoning, but Mongolian text is understandable though awkward"
13,neutral_reasoning,claude_opus_4.5,2,2,2,6,10.25,78,"Perfect accuracy with correct logic and final answer. Natural fluent Mongolian with proper formatting. Thorough explanation including setup, equation, solution, table, and verification."
13,neutral_reasoning,gpt_5.2,2,2,2,6,4.22,56,"Perfect answer. Correct logic, correct final amounts ($21 each for two, $42 for one), fluent natural Mongolian, full explanation with math shown."
13,neutral_reasoning,gemini_3_pro,2,2,2,6,16.09,47,"Perfect. Correct answer (21, 21, 42), clear reasoning shown, natural Mongolian math phrasing."
13,neutral_reasoning,grok_4.1,2,2,2,6,13.12,49,Correct answer with clear mathematical working. Natural Mongolian. Fully addresses the question.
13,neutral_reasoning,deepseek_v3.2,2,2,2,6,18.34,20,Correct answer with proper reasoning. Natural Mongolian phrasing. Fully addresses all parts of the question.
13,neutral_reasoning,llama_4_maverick,2,2,2,6,0.94,77,"Correct answer (21, 21, 42), clear explanation, natural Mongolian"
13,neutral_reasoning,qwen3,2,2,2,6,34.37,140,"Correct logic and final answer (2 pay $21, 1 pays $42). Natural Mongolian phrasing. Fully addresses the question with clear breakdown."
13,neutral_reasoning,aya_expanse,0,0,0,0,16.5,111,"Completely garbled/broken text. Wrong language mixing, nonsensical phrasing ('төлбөрөөт', 'өлдөөнө', random dollar signs), no coherent mathematical reasoning, no final numerical answer. Appears to be severely corrupted translation. Accuracy=0 (no correct answer given), Fluency=0 (unreadable), Completeness=0 (doesn't address the question properly)."
14,neutral_reasoning,claude_opus_4.5,2,2,2,6,14.56,65,Perfect answer with excellent explanation in natural Mongolian. Provides correct logic (short person uses umbrella to reach 10th button) and complete reasoning. No errors detected.
14,neutral_reasoning,gpt_5.2,2,2,2,6,4.51,40,"Correct logic and answer, natural Mongolian, fully explains umbrella mechanism"
14,neutral_reasoning,gemini_3_pro,2,2,2,6,14.01,44,"Correct logic and answer, natural Mongolian, thorough explanation"
14,neutral_reasoning,grok_4.1,2,2,2,6,6.87,34,Correct logic and answer. Fluent Mongolian with proper explanation. Fully addresses question with umbrella detail.
14,neutral_reasoning,deepseek_v3.2,2,2,2,6,18.22,46,Excellent response. Correctly explains the logic puzzle with proper reasoning. Natural Mongolian fluency. Adds helpful context about using an umbrella or getting help on rainy days.
14,neutral_reasoning,llama_4_maverick,2,2,2,6,1.24,53,"Correct logic and answer, natural Mongolian, thorough explanation"
14,neutral_reasoning,qwen3,2,2,2,6,6.05,31,Correct logic and final answer. Fluent Mongolian. Fully addresses the question with proper explanation.
14,neutral_reasoning,aya_expanse,0,0,0,0,7.59,31,"Response is completely garbled, unreadable, appears to be machine translation gone wrong. Contains nonsensical phrases like 'хүн баримтлагдсан' (person was detained/held) repeated. Does not answer the question at all. Wrong answer, broken language, minimal content."
15,neutral_reasoning,claude_opus_4.5,2,2,2,6,21.31,154,"Perfect: correct logic, correct final answer (30+15=45), explained step-by-step with visual diagrams in fluent Mongolian. Full marks."
15,neutral_reasoning,gpt_5.2,2,2,2,6,8.72,99,Correct logic and final answer (45 min). Natural Mongolian with clear step-by-step explanation. Fully addresses the question.
15,neutral_reasoning,gemini_3_pro,2,2,2,6,21.98,103,Correct logic and final answer. Clear step-by-step explanation. Natural Mongolian. Response appears cut off at the very end ('бу') but all essential information is present.
15,neutral_reasoning,grok_4.1,1,2,1,4,12.2,44,Logic partially correct but explanation unclear. States '30 min later rope A burns completely' without explaining how to achieve this (lighting both ends). Final answer 45min is correct but reasoning incomplete. Mongolian is fluent and natural.
15,neutral_reasoning,deepseek_v3.2,2,2,2,6,14.19,90,Correct logic and answer with full step-by-step explanation in natural Mongolian
15,neutral_reasoning,llama_4_maverick,2,2,2,6,1.45,68,Correct logic and final answer. Natural Mongolian phrasing. Fully explains the two-rope timing method.
15,neutral_reasoning,qwen3,2,2,2,6,31.97,113,"Correct logic and answer, natural Mongolian, thorough step-by-step explanation"
15,neutral_reasoning,aya_expanse,0,1,0,1,7.8,36,"Completely incorrect logic and answer. The model attempts mathematical operations (60/2=30, 105-30=75) that don't solve the rope-burning puzzle. The correct answer requires lighting one rope from one end and the other rope from both ends simultaneously. The Mongolian text is understandable but the content is wrong."
16,neutral_reasoning,claude_opus_4.5,2,2,2,6,12.82,111,Perfect answer with clear explanation and correct reasoning in fluent Mongolian. Visually engaging with emojis. Pipeline C5 delivered high quality.
16,neutral_reasoning,gpt_5.2,2,2,2,6,3.7,35,"Correct answer (3), clear explanation, natural Mongolian"
16,neutral_reasoning,gemini_3_pro,2,2,2,6,11.18,11,
16,neutral_reasoning,grok_4.1,2,2,2,6,9.02,55,"Correct answer (3) with clear logical explanation showing the spatial arrangement. Natural Mongolian phrasing, proper grammar and vocabulary."
16,neutral_reasoning,deepseek_v3.2,2,2,2,6,20.8,160,"Pipeline C5: Final Mongolian answer is correct (3 fish), well-explained with clear logic. All translation steps visible but final portion is fluent, accurate, and thorough."
16,neutral_reasoning,llama_4_maverick,2,2,2,6,0.83,48,"Correct answer (3), clear logical explanation, natural Mongolian fluency"
16,neutral_reasoning,qwen3,2,2,2,6,34.13,137,Correct answer (3) with thorough logical explanation in natural Mongolian. The pipeline approach worked well here.
16,neutral_reasoning,aya_expanse,0,1,0,1,4.42,27,"Wrong answer (5 instead of 3). Logic is confused and contradictory. Fluency broken with garbled phrasing ('бүрэн 1 нугас дурдаж буйга мөнхбая' is nonsensical), but target language (Mongolian) is correct and partially understandable."
17,neutral_reasoning,claude_opus_4.5,2,2,2,6,9.74,101,"Correct answer CABDE with clear logical steps, well-formatted table, natural Mongolian"
17,neutral_reasoning,gpt_5.2,2,2,2,6,4.31,49,
17,neutral_reasoning,gemini_3_pro,2,2,2,6,18.45,80,"Correct answer CABDE with clear logical explanation, fluent Mongolian, fully addresses the question."
17,neutral_reasoning,grok_4.1,2,2,2,6,12.91,49,Correct answer CABDE with clear logical explanation in natural Mongolian
17,neutral_reasoning,deepseek_v3.2,2,2,2,6,9.13,29,"Correct final answer CABDE, clear logical explanation, natural Mongolian"
17,neutral_reasoning,llama_4_maverick,2,2,2,6,1.57,111,Perfect logical reasoning and correct final answer CABDE in Mongolian. Shows full step-by-step work.
17,neutral_reasoning,qwen3,2,2,2,6,15.35,79,"Correct answer (CABDE), clear logical breakdown, natural Mongolian phrasing. Excellent response."
17,neutral_reasoning,aya_expanse,0,1,0,1,5.34,62,Wrong answer: says '2' instead of CABDE. Logic is incoherent. Fluency passable but confusing phrasing. Minimal useful content.
18,neutral_reasoning,claude_opus_4.5,2,2,2,6,13.03,94,"Perfect logic, correct answer, natural Mongolian with proper formatting"
18,neutral_reasoning,gpt_5.2,2,2,2,6,4.11,35,Perfect answer with clear logical reasoning for both cases. Natural Mongolian.
18,neutral_reasoning,gemini_3_pro,2,2,2,6,15.36,67,Perfect answer with complete logical explanation covering both cases. Natural Mongolian with no errors.
18,neutral_reasoning,grok_4.1,0,2,2,4,21.31,80,"Fluent Mongolian with detailed reasoning, but answer is factually wrong. The correct answer is 'Yes' (via case analysis: if Anne is married she looks at George(unmarried); if Anne is unmarried then Jack(married) looks at Anne(unmarried)). Model incorrectly concluded 'No' due to flawed logic."
18,neutral_reasoning,deepseek_v3.2,0,0,0,0,11.69,45,Model responded in English instead of Mongolian. Fluency=0 per Rule 4. Content is correct but wrong language renders response unusable for this condition.
18,neutral_reasoning,llama_4_maverick,2,2,2,6,1.74,81,Perfect logic and correct answer with full case-by-case reasoning. Natural Mongolian with no errors.
18,neutral_reasoning,qwen3,2,2,2,6,17.59,86,Perfect answer with clear logical explanation covering both cases. Mongolian is fluent and natural.
18,neutral_reasoning,aya_expanse,0,1,1,2,8.81,35,"Logic is completely wrong. States Jack and George are unmarried, contradicting the premise. Final answer unclear but reasoning is broken. Fluency: understandable but awkward phrasing."
19,neutral_reasoning,claude_opus_4.5,2,2,2,6,10.56,60,Correct logic and final answer (Yes/Tийм). Good explanation of syllogism. Natural Mongolian.
